from	to	combined_score	label
Gene_634	Gene_6662	871	True
Gene_1277	Gene_6662	715	True
Gene_652	Gene_6662	836	True
Gene_6376	Gene_718	926	True
Gene_2896	Gene_718	920	True
Gene_5954	Gene_718	902	True
Gene_10272	Gene_718	902	True
Gene_6694	Gene_718	917	True
Gene_1361	Gene_718	941	True
Gene_3053	Gene_718	929	True
Gene_5594	Gene_718	931	True
Gene_3956	Gene_718	904	True
Gene_1511	Gene_718	956	True
Gene_623	Gene_718	911	True
Gene_5834	Gene_718	903	True
Gene_7076	Gene_718	921	True
Gene_2717	Gene_718	902	True
Gene_56729	Gene_718	920	True
Gene_3912	Gene_718	904	True
Gene_727	Gene_718	947	True
Gene_4353	Gene_718	951	True
Gene_6346	Gene_718	905	True
Gene_6357	Gene_718	904	True
Gene_6372	Gene_718	904	True
Gene_338	Gene_718	950	True
Gene_84141	Gene_718	902	True
Gene_3488	Gene_718	908	True
Gene_5624	Gene_718	916	True
Gene_335	Gene_718	967	True
Gene_7276	Gene_718	960	True
Gene_8074	Gene_718	900	True
Gene_652	Gene_718	902	True
Gene_5603	Gene_2354	727	True
Gene_23411	Gene_2354	843	True
Gene_6300	Gene_2354	719	True
Gene_1432	Gene_2354	756	True
Gene_1843	Gene_2354	855	True
Gene_1958	Gene_2354	940	True
Gene_1959	Gene_2354	846	True
Gene_3675	Gene_7408	703	True
Gene_7414	Gene_7408	830	True
Gene_8976	Gene_7408	899	True
Gene_5216	Gene_7408	988	True
Gene_84844	Gene_8189	908	True
Gene_8106	Gene_8189	951	True
Gene_3191	Gene_8189	911	True
Gene_1655	Gene_8189	922	True
Gene_57122	Gene_8189	912	True
Gene_6431	Gene_8189	941	True
Gene_5603	Gene_994	861	True
Gene_6300	Gene_994	868	True
Gene_5594	Gene_994	884	True
Gene_6790	Gene_994	984	True
Gene_1432	Gene_994	992	True
Gene_5594	Gene_826	922	True
Gene_7205	Gene_10054	804	True
Gene_5684	Gene_10054	703	True
Gene_8078	Gene_10054	719	True
Gene_623	Gene_2864	900	True
Gene_5020	Gene_2864	903	True
Gene_2798	Gene_2864	902	True
Gene_84634	Gene_2864	901	True
Gene_2693	Gene_2864	903	True
Gene_3861	Gene_3860	915	True
Gene_54474	Gene_3860	905	True
Gene_25984	Gene_3860	907	True
Gene_6376	Gene_1236	950	True
Gene_30009	Gene_1236	754	True
Gene_3002	Gene_1236	718	True
Gene_623	Gene_1236	900	True
Gene_6367	Gene_1236	863	True
Gene_6361	Gene_1236	873	True
Gene_727	Gene_1236	901	True
Gene_6347	Gene_1236	862	True
Gene_6346	Gene_1236	949	True
Gene_6357	Gene_1236	938	True
Gene_6372	Gene_1236	919	True
Gene_3558	Gene_1236	759	True
Gene_3565	Gene_1236	818	True
Gene_6402	Gene_1236	905	True
Gene_718	Gene_1236	917	True
Gene_3861	Gene_3857	919	True
Gene_54474	Gene_3857	902	True
Gene_25984	Gene_3857	904	True
Gene_3860	Gene_3857	907	True
Gene_11140	Gene_10131	835	True
Gene_9342	Gene_22863	907	True
Gene_5564	Gene_22863	900	True
Gene_4656	Gene_6495	789	True
Gene_652	Gene_6495	769	True
Gene_9319	Gene_9787	828	True
Gene_990	Gene_9787	876	True
Gene_79019	Gene_9787	811	True
Gene_6790	Gene_9787	999	True
Gene_11339	Gene_9787	901	True
Gene_23397	Gene_9787	898	True
Gene_1080	Gene_821	718	True
Gene_27248	Gene_821	808	True
Gene_10148	Gene_821	935	True
Gene_2597	Gene_821	709	True
Gene_6185	Gene_821	954	True
Gene_29927	Gene_821	916	True
Gene_7132	Gene_7186	994	True
Gene_2802	Gene_7186	871	True
Gene_5684	Gene_7186	902	True
Gene_4792	Gene_7186	946	True
Gene_5716	Gene_7186	914	True
Gene_8767	Gene_7186	958	True
Gene_4790	Gene_7186	933	True
Gene_4055	Gene_7186	954	True
Gene_1432	Gene_7186	932	True
Gene_8743	Gene_7186	957	True
Gene_5594	Gene_5300	917	True
Gene_623	Gene_9002	902	True
Gene_5020	Gene_9002	900	True
Gene_2798	Gene_9002	901	True
Gene_84634	Gene_9002	900	True
Gene_2693	Gene_9002	901	True
Gene_2864	Gene_9002	910	True
Gene_7186	Gene_148022	724	True
Gene_5594	Gene_3315	820	True
Gene_1432	Gene_3315	990	True
Gene_1445	Gene_5782	791	True
Gene_1839	Gene_5782	900	True
Gene_2069	Gene_5782	900	True
Gene_5594	Gene_7533	932	True
Gene_7249	Gene_7533	950	True
Gene_3912	Gene_7533	900	True
Gene_10014	Gene_7533	941	True
Gene_1027	Gene_7533	933	True
Gene_994	Gene_7533	958	True
Gene_5300	Gene_7533	900	True
Gene_6376	Gene_8484	900	True
Gene_623	Gene_8484	900	True
Gene_727	Gene_8484	900	True
Gene_6346	Gene_8484	900	True
Gene_6357	Gene_8484	900	True
Gene_6372	Gene_8484	900	True
Gene_718	Gene_8484	900	True
Gene_1236	Gene_8484	900	True
Gene_5898	Gene_5880	864	True
Gene_1856	Gene_5880	939	True
Gene_7984	Gene_5880	917	True
Gene_11151	Gene_5880	738	True
Gene_50855	Gene_5880	859	True
Gene_1666	Gene_5880	714	True
Gene_8976	Gene_5880	895	True
Gene_4790	Gene_5880	878	True
Gene_397	Gene_5880	998	True
Gene_8440	Gene_5880	857	True
Gene_5008	Gene_3976	837	True
Gene_1839	Gene_3976	943	True
Gene_5954	Gene_7425	900	True
Gene_10272	Gene_7425	900	True
Gene_6694	Gene_7425	900	True
Gene_3053	Gene_7425	900	True
Gene_3956	Gene_7425	904	True
Gene_7076	Gene_7425	901	True
Gene_3912	Gene_7425	900	True
Gene_338	Gene_7425	900	True
Gene_84141	Gene_7425	900	True
Gene_3488	Gene_7425	906	True
Gene_5624	Gene_7425	900	True
Gene_335	Gene_7425	908	True
Gene_8074	Gene_7425	900	True
Gene_652	Gene_7425	905	True
Gene_718	Gene_7425	906	True
Gene_2735	Gene_6608	990	True
Gene_51564	Gene_22933	715	True
Gene_23411	Gene_22933	948	True
Gene_10135	Gene_22933	727	True
Gene_2648	Gene_22933	819	True
Gene_3236	Gene_3237	830	True
Gene_1655	Gene_8554	945	True
Gene_10054	Gene_8554	763	True
Gene_10683	Gene_54567	839	True
Gene_1948	Gene_54567	826	True
Gene_9787	Gene_90417	741	True
Gene_1509	Gene_54982	738	True
Gene_7076	Gene_3671	904	True
Gene_7040	Gene_3671	901	True
Gene_3082	Gene_3671	908	True
Gene_5054	Gene_3671	900	True
Gene_6678	Gene_3671	919	True
Gene_3273	Gene_3671	900	True
Gene_7043	Gene_3671	915	True
Gene_5552	Gene_3671	900	True
Gene_23411	Gene_4654	961	True
Gene_6300	Gene_4654	917	True
Gene_1432	Gene_4654	929	True
Gene_4656	Gene_4654	947	True
Gene_79365	Gene_4654	764	True
Gene_6495	Gene_4654	837	True
Gene_54918	Gene_968	900	True
Gene_9342	Gene_968	900	True
Gene_9545	Gene_968	905	True
Gene_4353	Gene_968	735	True
Gene_6347	Gene_968	775	True
Gene_6688	Gene_968	704	True
Gene_2597	Gene_968	769	True
Gene_1634	Gene_8840	788	True
Gene_1522	Gene_10053	901	True
Gene_4254	Gene_1215	866	True
Gene_638	Gene_599	892	True
Gene_2288	Gene_3169	913	True
Gene_1655	Gene_3169	909	True
Gene_595	Gene_3169	948	True
Gene_5684	Gene_112399	900	True
Gene_5716	Gene_112399	900	True
Gene_9817	Gene_4738	934	True
Gene_84844	Gene_4738	799	True
Gene_5684	Gene_4738	971	True
Gene_5716	Gene_4738	930	True
Gene_10054	Gene_4738	872	True
Gene_29085	Gene_4738	745	True
Gene_54918	Gene_5908	904	True
Gene_7414	Gene_5908	929	True
Gene_9342	Gene_5908	905	True
Gene_5594	Gene_5908	937	True
Gene_1445	Gene_5908	917	True
Gene_9545	Gene_5908	909	True
Gene_54922	Gene_5908	888	True
Gene_3082	Gene_5908	900	True
Gene_968	Gene_5908	902	True
Gene_9479	Gene_23162	944	True
Gene_6495	Gene_6299	801	True
Gene_3861	Gene_3859	904	True
Gene_54474	Gene_3859	915	True
Gene_25984	Gene_3859	902	True
Gene_3860	Gene_3859	902	True
Gene_3857	Gene_3859	907	True
Gene_10048	Gene_5894	704	True
Gene_7414	Gene_5894	917	True
Gene_5594	Gene_5894	964	True
Gene_1445	Gene_5894	911	True
Gene_4790	Gene_5894	919	True
Gene_5300	Gene_5894	948	True
Gene_7533	Gene_5894	979	True
Gene_5908	Gene_5894	986	True
Gene_6790	Gene_10389	868	True
Gene_1027	Gene_10389	860	True
Gene_3732	Gene_7251	742	True
Gene_11021	Gene_7251	742	True
Gene_3861	Gene_3852	999	True
Gene_54474	Gene_3852	934	True
Gene_25984	Gene_3852	915	True
Gene_3860	Gene_3852	940	True
Gene_3857	Gene_3852	931	True
Gene_3859	Gene_3852	924	True
Gene_3861	Gene_3848	935	True
Gene_54474	Gene_3848	921	True
Gene_25984	Gene_3848	911	True
Gene_3860	Gene_3848	946	True
Gene_3857	Gene_3848	965	True
Gene_3859	Gene_3848	944	True
Gene_3852	Gene_3848	997	True
Gene_22914	Gene_5819	714	True
Gene_5954	Gene_348	900	True
Gene_10272	Gene_348	906	True
Gene_6694	Gene_348	904	True
Gene_350	Gene_348	879	True
Gene_3053	Gene_348	925	True
Gene_3956	Gene_348	915	True
Gene_7076	Gene_348	944	True
Gene_5444	Gene_348	914	True
Gene_3912	Gene_348	907	True
Gene_5947	Gene_348	909	True
Gene_338	Gene_348	996	True
Gene_84141	Gene_348	914	True
Gene_3488	Gene_348	912	True
Gene_5624	Gene_348	916	True
Gene_335	Gene_348	991	True
Gene_8074	Gene_348	912	True
Gene_4035	Gene_348	989	True
Gene_652	Gene_348	920	True
Gene_718	Gene_348	959	True
Gene_7425	Gene_348	925	True
Gene_7593	Gene_83483	711	True
Gene_54918	Gene_684	903	True
Gene_9342	Gene_684	900	True
Gene_9545	Gene_684	900	True
Gene_3458	Gene_684	704	True
Gene_1958	Gene_684	901	True
Gene_3659	Gene_684	939	True
Gene_968	Gene_684	915	True
Gene_5908	Gene_684	900	True
Gene_83483	Gene_684	752	True
Gene_3675	Gene_81	797	True
Gene_7145	Gene_81	910	True
Gene_7414	Gene_81	998	True
Gene_4627	Gene_81	773	True
Gene_7076	Gene_81	907	True
Gene_1445	Gene_81	910	True
Gene_7040	Gene_81	911	True
Gene_3082	Gene_81	901	True
Gene_3696	Gene_81	733	True
Gene_5054	Gene_81	945	True
Gene_6678	Gene_81	909	True
Gene_3273	Gene_81	902	True
Gene_7043	Gene_81	902	True
Gene_5552	Gene_81	900	True
Gene_3671	Gene_81	904	True
Gene_7066	Gene_2056	966	True
Gene_3162	Gene_2056	738	True
Gene_2057	Gene_2056	999	True
Gene_1440	Gene_2056	981	True
Gene_4790	Gene_2056	918	True
Gene_4254	Gene_2056	984	True
Gene_1432	Gene_2056	925	True
Gene_5335	Gene_2056	918	True
Gene_5594	Gene_3727	812	True
Gene_1432	Gene_3727	726	True
Gene_1958	Gene_3727	847	True
Gene_2354	Gene_3727	995	True
Gene_3670	Gene_3110	782	True
Gene_23468	Gene_10155	728	True
Gene_6198	Gene_83667	735	True
Gene_5564	Gene_83667	948	True
Gene_10641	Gene_83667	997	True
Gene_10155	Gene_55422	911	True
Gene_705	Gene_83743	930	True
Gene_5411	Gene_9584	706	True
Gene_23411	Gene_55902	955	True
Gene_5106	Gene_55902	879	True
Gene_9319	Gene_51659	876	True
Gene_990	Gene_51659	969	True
Gene_79019	Gene_51659	846	True
Gene_6790	Gene_51659	855	True
Gene_11339	Gene_51659	799	True
Gene_23397	Gene_51659	860	True
Gene_9787	Gene_51659	861	True
Gene_826	Gene_23473	967	True
Gene_7251	Gene_23473	770	True
Gene_2896	Gene_47	903	True
Gene_5594	Gene_47	910	True
Gene_6576	Gene_47	829	True
Gene_1511	Gene_47	900	True
Gene_5106	Gene_47	960	True
Gene_5834	Gene_47	951	True
Gene_2717	Gene_47	900	True
Gene_56729	Gene_47	916	True
Gene_4353	Gene_47	904	True
Gene_7276	Gene_47	903	True
Gene_718	Gene_47	903	True
Gene_55902	Gene_47	798	True
Gene_6804	Gene_8500	926	True
Gene_23162	Gene_8500	716	True
Gene_3861	Gene_3866	934	True
Gene_54474	Gene_3866	909	True
Gene_25984	Gene_3866	912	True
Gene_3860	Gene_3866	952	True
Gene_3857	Gene_3866	906	True
Gene_3859	Gene_3866	903	True
Gene_3852	Gene_3866	956	True
Gene_3848	Gene_3866	947	True
Gene_3082	Gene_84951	910	True
Gene_5594	Gene_5914	939	True
Gene_6688	Gene_5914	910	True
Gene_1432	Gene_5914	907	True
Gene_2908	Gene_5914	948	True
Gene_1959	Gene_5914	915	True
Gene_2896	Gene_2521	720	True
Gene_84844	Gene_2521	925	True
Gene_8106	Gene_2521	929	True
Gene_6790	Gene_2521	837	True
Gene_3191	Gene_2521	965	True
Gene_1655	Gene_2521	942	True
Gene_6431	Gene_2521	934	True
Gene_8189	Gene_2521	917	True
Gene_4313	Gene_3958	794	True
Gene_9817	Gene_6737	915	True
Gene_4502	Gene_6737	900	True
Gene_3659	Gene_6737	932	True
Gene_5732	Gene_10267	918	True
Gene_8767	Gene_84674	989	True
Gene_1277	Gene_5176	738	True
Gene_10683	Gene_182	925	True
Gene_595	Gene_182	727	True
Gene_6662	Gene_182	754	True
Gene_54567	Gene_182	933	True
Gene_57122	Gene_116835	903	True
Gene_7076	Gene_1401	736	True
Gene_4313	Gene_1401	707	True
Gene_56729	Gene_1401	786	True
Gene_5054	Gene_1401	899	True
Gene_4353	Gene_1401	789	True
Gene_6347	Gene_1401	789	True
Gene_3558	Gene_1401	710	True
Gene_338	Gene_1401	843	True
Gene_335	Gene_1401	774	True
Gene_7276	Gene_1401	757	True
Gene_718	Gene_1401	712	True
Gene_2056	Gene_1401	705	True
Gene_359	Gene_8170	784	True
Gene_7414	Gene_1116	901	True
Gene_1522	Gene_1116	912	True
Gene_10562	Gene_1116	903	True
Gene_56729	Gene_1116	943	True
Gene_4790	Gene_1116	904	True
Gene_4057	Gene_1116	932	True
Gene_1509	Gene_1116	923	True
Gene_4317	Gene_1116	921	True
Gene_623	Gene_4922	923	True
Gene_5020	Gene_4922	966	True
Gene_2798	Gene_4922	935	True
Gene_84634	Gene_4922	935	True
Gene_2693	Gene_4922	958	True
Gene_2864	Gene_4922	907	True
Gene_9002	Gene_4922	900	True
Gene_5898	Gene_3845	914	True
Gene_10048	Gene_3845	903	True
Gene_2249	Gene_3845	925	True
Gene_1947	Gene_3845	907	True
Gene_7414	Gene_3845	937	True
Gene_27006	Gene_3845	910	True
Gene_5594	Gene_3845	985	True
Gene_3560	Gene_3845	905	True
Gene_6790	Gene_3845	701	True
Gene_1445	Gene_3845	936	True
Gene_11140	Gene_3845	914	True
Gene_3082	Gene_3845	969	True
Gene_4790	Gene_3845	932	True
Gene_3558	Gene_3845	940	True
Gene_595	Gene_3845	836	True
Gene_2251	Gene_3845	916	True
Gene_1839	Gene_3845	939	True
Gene_3567	Gene_3845	919	True
Gene_8074	Gene_3845	906	True
Gene_2069	Gene_3845	954	True
Gene_1948	Gene_3845	913	True
Gene_7533	Gene_3845	930	True
Gene_5908	Gene_3845	920	True
Gene_5894	Gene_3845	995	True
Gene_54922	Gene_22800	832	True
Gene_5894	Gene_22800	965	True
Gene_2648	Gene_55140	890	True
Gene_2067	Gene_1022	956	True
Gene_5982	Gene_1022	913	True
Gene_11140	Gene_1022	821	True
Gene_595	Gene_1022	954	True
Gene_1027	Gene_1022	958	True
Gene_5914	Gene_1022	943	True
Gene_9817	Gene_7428	913	True
Gene_5684	Gene_7428	900	True
Gene_5716	Gene_7428	900	True
Gene_112399	Gene_7428	982	True
Gene_4738	Gene_7428	953	True
Gene_6737	Gene_7428	901	True
Gene_7903	Gene_10752	730	True
Gene_2896	Gene_6272	885	True
Gene_4804	Gene_6272	989	True
Gene_338	Gene_6272	951	True
Gene_1509	Gene_6272	731	True
Gene_10053	Gene_6272	909	True
Gene_348	Gene_6272	746	True
Gene_4922	Gene_6272	878	True
Gene_1856	Gene_4853	725	True
Gene_10683	Gene_4853	711	True
Gene_3002	Gene_4853	912	True
Gene_27161	Gene_4853	919	True
Gene_2648	Gene_4853	916	True
Gene_54567	Gene_4853	946	True
Gene_182	Gene_4853	969	True
Gene_8646	Gene_10468	883	True
Gene_3624	Gene_10468	997	True
Gene_652	Gene_10468	984	True
Gene_623	Gene_2922	903	True
Gene_5020	Gene_2922	953	True
Gene_2798	Gene_2922	913	True
Gene_84634	Gene_2922	908	True
Gene_2693	Gene_2922	912	True
Gene_2864	Gene_2922	915	True
Gene_9002	Gene_2922	906	True
Gene_4922	Gene_2922	983	True
Gene_6376	Gene_59340	900	True
Gene_623	Gene_59340	900	True
Gene_727	Gene_59340	900	True
Gene_6346	Gene_59340	902	True
Gene_6357	Gene_59340	903	True
Gene_6372	Gene_59340	900	True
Gene_718	Gene_59340	900	True
Gene_1236	Gene_59340	901	True
Gene_8484	Gene_59340	900	True
Gene_5318	Gene_1830	985	True
Gene_7051	Gene_1830	924	True
Gene_5266	Gene_1830	907	True
Gene_5318	Gene_1828	992	True
Gene_7051	Gene_1828	946	True
Gene_5266	Gene_1828	909	True
Gene_1830	Gene_1828	913	True
Gene_2249	Gene_5156	797	True
Gene_27006	Gene_5156	746	True
Gene_3082	Gene_5156	775	True
Gene_4254	Gene_5156	915	True
Gene_2251	Gene_5156	762	True
Gene_3567	Gene_5156	743	True
Gene_8440	Gene_5156	926	True
Gene_8074	Gene_5156	773	True
Gene_5335	Gene_5156	973	True
Gene_5782	Gene_5156	909	True
Gene_3845	Gene_5156	955	True
Gene_2249	Gene_152831	919	True
Gene_5594	Gene_152831	926	True
Gene_2251	Gene_152831	906	True
Gene_8074	Gene_152831	963	True
Gene_5335	Gene_152831	904	True
Gene_3845	Gene_152831	900	True
Gene_10459	Gene_8728	719	True
Gene_5594	Gene_6927	916	True
Gene_595	Gene_6927	923	True
Gene_140628	Gene_6927	781	True
Gene_5594	Gene_6926	902	True
Gene_652	Gene_6926	907	True
Gene_638	Gene_8739	798	True
Gene_599	Gene_8739	932	True
Gene_3558	Gene_60468	747	True
Gene_10135	Gene_4907	916	True
Gene_84618	Gene_4907	881	True
Gene_471	Gene_4907	921	True
Gene_92	Gene_10220	794	True
Gene_130399	Gene_10220	752	True
Gene_3110	Gene_10220	721	True
Gene_10468	Gene_10220	957	True
Gene_990	Gene_1019	831	True
Gene_5716	Gene_1019	729	True
Gene_11140	Gene_1019	982	True
Gene_595	Gene_1019	999	True
Gene_1027	Gene_1019	997	True
Gene_994	Gene_1019	732	True
Gene_4654	Gene_1019	784	True
Gene_3727	Gene_1019	704	True
Gene_3845	Gene_1019	715	True
Gene_1022	Gene_1019	960	True
Gene_6790	Gene_10024	818	True
Gene_705	Gene_10024	971	True
Gene_9787	Gene_10024	851	True
Gene_990	Gene_9700	950	True
Gene_79019	Gene_9700	938	True
Gene_6790	Gene_9700	838	True
Gene_4605	Gene_9700	788	True
Gene_57122	Gene_9700	934	True
Gene_23397	Gene_9700	922	True
Gene_9787	Gene_9700	930	True
Gene_10024	Gene_9700	892	True
Gene_623	Gene_4829	904	True
Gene_5020	Gene_4829	914	True
Gene_2798	Gene_4829	911	True
Gene_84634	Gene_4829	905	True
Gene_2693	Gene_4829	912	True
Gene_2864	Gene_4829	901	True
Gene_9002	Gene_4829	903	True
Gene_4922	Gene_4829	951	True
Gene_2922	Gene_4829	989	True
Gene_79444	Gene_27429	866	True
Gene_1432	Gene_27429	895	True
Gene_7186	Gene_27429	946	True
Gene_5982	Gene_4193	915	True
Gene_23411	Gene_4193	703	True
Gene_5716	Gene_4193	701	True
Gene_6198	Gene_4193	718	True
Gene_595	Gene_4193	821	True
Gene_57122	Gene_4193	914	True
Gene_8554	Gene_4193	950	True
Gene_4738	Gene_4193	955	True
Gene_10155	Gene_4193	956	True
Gene_5156	Gene_4193	806	True
Gene_1019	Gene_4193	798	True
Gene_9341	Gene_10228	993	True
Gene_9342	Gene_10228	980	True
Gene_6804	Gene_10228	978	True
Gene_3675	Gene_3915	954	True
Gene_5954	Gene_3915	911	True
Gene_10272	Gene_3915	905	True
Gene_6694	Gene_3915	907	True
Gene_3053	Gene_3915	900	True
Gene_3956	Gene_3915	930	True
Gene_22795	Gene_3915	990	True
Gene_7076	Gene_3915	922	True
Gene_3082	Gene_3915	900	True
Gene_3912	Gene_3915	992	True
Gene_3910	Gene_3915	937	True
Gene_338	Gene_3915	906	True
Gene_84141	Gene_3915	910	True
Gene_3488	Gene_3915	924	True
Gene_5624	Gene_3915	902	True
Gene_335	Gene_3915	903	True
Gene_8074	Gene_3915	901	True
Gene_652	Gene_3915	918	True
Gene_718	Gene_3915	910	True
Gene_7425	Gene_3915	904	True
Gene_348	Gene_3915	903	True
Gene_6422	Gene_80326	880	True
Gene_51384	Gene_80326	910	True
Gene_7475	Gene_80326	916	True
Gene_2067	Gene_3364	944	True
Gene_5982	Gene_3364	979	True
Gene_990	Gene_3364	941	True
Gene_2178	Gene_3364	929	True
Gene_4193	Gene_3364	928	True
Gene_4738	Gene_3658	911	True
Gene_84844	Gene_6426	950	True
Gene_8106	Gene_6426	973	True
Gene_3191	Gene_6426	998	True
Gene_708	Gene_6426	914	True
Gene_1655	Gene_6426	977	True
Gene_57122	Gene_6426	917	True
Gene_6431	Gene_6426	995	True
Gene_8189	Gene_6426	940	True
Gene_9584	Gene_6426	729	True
Gene_2521	Gene_6426	954	True
Gene_2067	Gene_83990	947	True
Gene_5982	Gene_83990	923	True
Gene_3364	Gene_83990	914	True
Gene_1401	Gene_3557	715	True
Gene_24145	Gene_56262	750	True
Gene_4633	Gene_7111	915	True
Gene_7134	Gene_7111	917	True
Gene_1080	Gene_79139	969	True
Gene_27248	Gene_79139	965	True
Gene_29927	Gene_79139	825	True
Gene_6376	Gene_10850	937	True
Gene_623	Gene_10850	900	True
Gene_727	Gene_10850	900	True
Gene_6346	Gene_10850	950	True
Gene_6357	Gene_10850	952	True
Gene_6372	Gene_10850	937	True
Gene_718	Gene_10850	901	True
Gene_1236	Gene_10850	945	True
Gene_8484	Gene_10850	900	True
Gene_59340	Gene_10850	905	True
Gene_7132	Gene_8737	985	True
Gene_4792	Gene_8737	937	True
Gene_4790	Gene_8737	962	True
Gene_1432	Gene_8737	920	True
Gene_8743	Gene_8737	968	True
Gene_7186	Gene_8737	999	True
Gene_148022	Gene_8737	983	True
Gene_84674	Gene_8737	761	True
Gene_1634	Gene_7097	826	True
Gene_5594	Gene_7097	795	True
Gene_3162	Gene_7097	738	True
Gene_8767	Gene_7097	757	True
Gene_10392	Gene_7097	807	True
Gene_6347	Gene_7097	844	True
Gene_4790	Gene_7097	918	True
Gene_51561	Gene_7097	724	True
Gene_1594	Gene_7097	707	True
Gene_3458	Gene_7097	743	True
Gene_1432	Gene_7097	727	True
Gene_3565	Gene_7097	842	True
Gene_54210	Gene_7097	721	True
Gene_148022	Gene_7097	960	True
Gene_348	Gene_7097	746	True
Gene_2896	Gene_8836	929	True
Gene_7414	Gene_8836	901	True
Gene_5594	Gene_8836	904	True
Gene_1511	Gene_8836	900	True
Gene_5834	Gene_8836	902	True
Gene_1522	Gene_8836	927	True
Gene_2717	Gene_8836	913	True
Gene_10562	Gene_8836	900	True
Gene_56729	Gene_8836	900	True
Gene_4353	Gene_8836	900	True
Gene_4790	Gene_8836	900	True
Gene_4057	Gene_8836	901	True
Gene_1509	Gene_8836	907	True
Gene_4317	Gene_8836	900	True
Gene_7276	Gene_8836	913	True
Gene_7130	Gene_8836	900	True
Gene_718	Gene_8836	900	True
Gene_47	Gene_8836	902	True
Gene_1116	Gene_8836	908	True
Gene_7132	Gene_9099	939	True
Gene_595	Gene_9099	705	True
Gene_7186	Gene_9099	946	True
Gene_4193	Gene_9099	951	True
Gene_8737	Gene_9099	944	True
Gene_1634	Gene_4316	958	True
Gene_4320	Gene_4316	915	True
Gene_7076	Gene_4316	887	True
Gene_4313	Gene_4316	910	True
Gene_7076	Gene_9313	758	True
Gene_9817	Gene_84259	901	True
Gene_4738	Gene_84259	980	True
Gene_7428	Gene_84259	900	True
Gene_3364	Gene_84259	802	True
Gene_5880	Gene_57569	914	True
Gene_7076	Gene_4322	902	True
Gene_4313	Gene_4322	911	True
Gene_6662	Gene_4322	739	True
Gene_4316	Gene_4322	907	True
Gene_3675	Gene_7057	944	True
Gene_1634	Gene_7057	823	True
Gene_7076	Gene_7057	978	True
Gene_4313	Gene_7057	962	True
Gene_7040	Gene_7057	981	True
Gene_3082	Gene_7057	973	True
Gene_5054	Gene_7057	969	True
Gene_6678	Gene_7057	970	True
Gene_3273	Gene_7057	973	True
Gene_3488	Gene_7057	750	True
Gene_7043	Gene_7057	932	True
Gene_5552	Gene_7057	918	True
Gene_4035	Gene_7057	785	True
Gene_7130	Gene_7057	730	True
Gene_3671	Gene_7057	903	True
Gene_81	Gene_7057	909	True
Gene_11095	Gene_7057	930	True
Gene_9319	Gene_9493	708	True
Gene_990	Gene_9493	883	True
Gene_6790	Gene_9493	974	True
Gene_11339	Gene_9493	783	True
Gene_10671	Gene_9493	900	True
Gene_23397	Gene_9493	829	True
